   2.5140E-01	  3.6602E+03	  4.4890E+03	  9.3027E+00	  2.6890E+01	  4.2506E+01	  2.7053E+03	  7.4543E+01	  1.2046E+02	  3.3528E-01	  8.0231E+01	  4.9010E+01	  2.6340E+03	  2.5937E+01	  5.1718E+01	  3.1043E+03	  2.2473E+01	  6.5754E+01	  2.3041E+02	  3.4103E+02	  9.4246E+01	  7.7561E+01	  3.2313E+01	  8.9412E+00	  2.6063E+01	  6.9392E+00	  1.8806E+01	  1.6511E+00	  3.2619E+01	  1.3888E+01	  2.4067E+01	  1.3182E+00	  1.8557E+01	  2.2998E+00	  4.8977E+00	  2.3891E+00	  1.7866E-02	  8.3570E-01	  9.8577E-02	  5.3724E+01	  4.3828E+01	  6.3119E+01	  5.4222E+01	  2.4565E+01	  6.3136E+01	  2.2134E+01	  4.0287E+01	  3.5188E+01	  5.0511E+01	  4.7436E+01	  4.3064E+01	  1.9244E+01	  5.0000E+01	C00000000000000100000
   2.5168E-01	  3.6806E+03	  4.4938E+03	  9.3164E+00	  2.7441E+01	  4.2346E+01	  2.7066E+03	  7.5205E+01	  1.2030E+02	  3.3781E-01	  8.0328E+01	  4.9743E+01	  2.6360E+03	  2.5081E+01	  5.0438E+01	  3.1045E+03	  2.2500E+01	  6.5793E+01	  2.3014E+02	  3.4149E+02	  9.4716E+01	  7.7487E+01	  3.2313E+01	  8.9412E+00	  2.6063E+01	  6.9392E+00	  1.8806E+01	  1.6511E+00	  3.2619E+01	  1.3888E+01	  2.4067E+01	  1.3182E+00	  1.8557E+01	  2.2998E+00	  4.8977E+00	  2.3891E+00	  1.7866E-02	  8.3570E-01	  9.8577E-02	  5.3724E+01	  4.3828E+01	  6.2767E+01	  5.4164E+01	  2.4538E+01	  6.1695E+01	  2.2656E+01	  3.9979E+01	  3.7343E+01	  4.7548E+01	  4.7454E+01	  3.8784E+01	  1.9178E+01	  5.0000E+01	C00000000000000100000
   2.3846E-01	  3.6628E+03	  4.5073E+03	  9.3381E+00	  2.6968E+01	  4.2275E+01	  2.7045E+03	  7.4824E+01	  1.2044E+02	  3.4453E-01	  8.0050E+01	  5.0607E+01	  2.6333E+03	  2.3864E+01	  4.9511E+01	  3.1015E+03	  2.2769E+01	  6.5794E+01	  2.3032E+02	  3.4157E+02	  9.4571E+01	  7.7068E+01	  3.1999E+01	  8.7461E+00	  2.6176E+01	  6.8859E+00	  1.8768E+01	  1.6449E+00	  3.3216E+01	  1.3748E+01	  2.4049E+01	  1.2263E+00	  1.8528E+01	  2.2926E+00	  4.7626E+00	  2.3333E+00	  1.7866E-02	  8.3570E-01	  9.8577E-02	  5.3724E+01	  4.3828E+01	  6.2545E+01	  5.3927E+01	  2.3334E+01	  5.9559E+01	  2.2340E+01	  4.0944E+01	  3.9885E+01	  4.5403E+01	  4.7436E+01	  4.2420E+01	  1.8572E+01	  5.0000E+01	C00000000000000100000
   1.7133E-03	  3.6458E+03	  4.5118E+03	  9.3043E+00	  2.6668E+01	  4.1992E+01	  2.7015E+03	  7.4462E+01	  1.2032E+02	  3.4422E-01	  7.9914E+01	  5.0973E+01	  2.6298E+03	  2.4961E+01	  4.9461E+01	  3.0971E+03	  2.3354E+01	  6.5739E+01	  2.3104E+02	  3.4188E+02	  9.4802E+01	  7.7177E+01	  3.1999E+01	  8.7461E+00	  2.6176E+01	  6.8859E+00	  1.8768E+01	  1.6449E+00	  3.3216E+01	  1.3748E+01	  2.4049E+01	  1.2263E+00	  1.8528E+01	  2.2926E+00	  4.7626E+00	  2.3333E+00	  2.0644E-02	  8.3373E-01	  9.1693E-02	  5.3317E+01	  4.2874E+01	  6.2838E+01	  5.3873E+01	  4.6613E+01	  6.1412E+01	  2.2464E+01	  4.0982E+01	  4.0963E+01	  4.5286E+01	  4.7373E+01	  3.8929E+01	  1.7182E+01	  5.0000E+01	C00100100000000100001
  -2.3661E-03	  3.6761E+03	  4.5317E+03	  9.3587E+00	  2.6885E+01	  4.2535E+01	  2.6990E+03	  7.6012E+01	  1.2041E+02	  3.3067E-01	  8.0037E+01	  5.0316E+01	  2.6282E+03	  2.5116E+01	  5.0820E+01	  3.0955E+03	  2.4378E+01	  6.5715E+01	  2.3185E+02	  3.4102E+02	  9.4669E+01	  7.7001E+01	  3.1974E+01	  8.7938E+00	  2.6649E+01	  6.8948E+00	  1.9062E+01	  1.6809E+00	  3.2764E+01	  1.3937E+01	  2.4336E+01	  1.2483E+00	  1.8503E+01	  2.2751E+00	  4.9793E+00	  2.2460E+00	  2.0644E-02	  8.3373E-01	  9.1693E-02	  5.3317E+01	  4.2874E+01	  6.2754E+01	  5.3727E+01	  5.3040E+01	  6.1952E+01	  2.2215E+01	  3.8893E+01	  3.9030E+01	  4.8431E+01	  4.7303E+01	  4.1640E+01	  1.4763E+01	  5.0000E+01	C00100100000000100001
  -1.3149E-03	  3.6310E+03	  4.4739E+03	  9.4833E+00	  2.6719E+01	  4.2223E+01	  2.6971E+03	  7.4483E+01	  1.2035E+02	  3.2912E-01	  8.0243E+01	  4.9319E+01	  2.6260E+03	  2.4381E+01	  5.0113E+01	  3.0944E+03	  2.2717E+01	  6.5736E+01	  2.3088E+02	  3.3990E+02	  9.4903E+01	  7.7278E+01	  3.1974E+01	  8.7938E+00	  2.6649E+01	  6.8948E+00	  1.9062E+01	  1.6809E+00	  3.2764E+01	  1.3937E+01	  2.4336E+01	  1.2483E+00	  1.8503E+01	  2.2751E+00	  4.9793E+00	  2.2460E+00	  2.0644E-02	  8.3373E-01	  9.1693E-02	  5.3317E+01	  4.2874E+01	  6.3531E+01	  5.4419E+01	  5.2937E+01	  6.1715E+01	  2.1712E+01	  3.9081E+01	  3.6096E+01	  4.6795E+01	  4.7389E+01	  3.9663E+01	  1.8684E+01	  5.0000E+01	C00100100000000100001
  -1.3217E-03	  3.6880E+03	  4.5131E+03	  9.4420E+00	  2.6718E+01	  4.2311E+01	  2.6925E+03	  7.4405E+01	  1.2040E+02	  3.4889E-01	  8.0098E+01	  5.0345E+01	  2.6206E+03	  2.4629E+01	  4.9465E+01	  3.0909E+03	  2.3073E+01	  6.5769E+01	  2.3020E+02	  3.3861E+02	  9.4868E+01	  7.6624E+01	  3.2083E+01	  9.0186E+00	  2.6313E+01	  7.0044E+00	  1.8416E+01	  1.6787E+00	  3.3191E+01	  1.3558E+01	  2.3878E+01	  1.4890E+00	  1.8630E+01	  2.2844E+00	  4.7414E+00	  2.2729E+00	  2.0644E-02	  8.3373E-01	  9.1693E-02	  5.3317E+01	  4.2874E+01	  6.2463E+01	  5.3203E+01	  5.3821E+01	  6.0684E+01	  2.1684E+01	  4.1743E+01	  3.9116E+01	  4.5296E+01	  4.7449E+01	  4.0733E+01	  1.7886E+01	  5.0000E+01	C00100100000000100001
  -1.3429E-03	  3.6464E+03	  4.4636E+03	  9.4550E+00	  2.6887E+01	  4.2111E+01	  2.6893E+03	  7.4214E+01	  1.2035E+02	  3.4762E-01	  8.0019E+01	  4.9141E+01	  2.6169E+03	  2.6235E+01	  4.8571E+01	  3.0903E+03	  2.4251E+01	  6.5731E+01	  2.3048E+02	  3.3783E+02	  9.4985E+01	  7.7015E+01	  3.2083E+01	  9.0186E+00	  2.6313E+01	  7.0044E+00	  1.8416E+01	  1.6787E+00	  3.3191E+01	  1.3558E+01	  2.3878E+01	  1.4890E+00	  1.8630E+01	  2.2844E+00	  4.7414E+00	  2.2729E+00	  2.0644E-02	  8.3373E-01	  9.1693E-02	  5.3317E+01	  4.2874E+01	  6.3179E+01	  5.3796E+01	  5.3823E+01	  5.9306E+01	  2.1072E+01	  4.1899E+01	  3.5572E+01	  4.3228E+01	  4.7425E+01	  3.9209E+01	  1.5080E+01	  5.0000E+01	C00100100000000100001
   3.3517E-04	  3.6208E+03	  4.5626E+03	  9.3559E+00	  2.7053E+01	  4.2326E+01	  2.6905E+03	  7.4971E+01	  1.2039E+02	  3.0353E-01	  8.0133E+01	  5.0527E+01	  2.6171E+03	  2.6520E+01	  5.1426E+01	  3.0905E+03	  2.4332E+01	  6.5681E+01	  2.3205E+02	  3.3661E+02	  9.5050E+01	  7.7079E+01	  3.1083E+01	  8.9777E+00	  2.6500E+01	  7.0629E+00	  1.9657E+01	  1.6931E+00	  3.2633E+01	  1.3765E+01	  2.4319E+01	  1.3252E+00	  1.8947E+01	  2.2781E+00	  4.9059E+00	  2.3544E+00	  1.7699E-02	  8.5469E-01	  1.0462E-01	  5.3617E+01	  4.4157E+01	  6.2595E+01	  5.4204E+01	  5.1911E+01	  6.4459E+01	  2.0999E+01	  3.7033E+01	  3.9651E+01	  4.9835E+01	  4.7236E+01	  4.0672E+01	  1.4879E+01	  5.0000E+01	C00100100000000100001
  -1.8333E-03	  3.6323E+03	  4.5576E+03	  9.3532E+00	  2.6821E+01	  4.1752E+01	  2.6932E+03	  7.4433E+01	  1.2035E+02	  3.0487E-01	  8.0431E+01	  4.9860E+01	  2.6217E+03	  2.5408E+01	  4.9336E+01	  3.0941E+03	  2.2684E+01	  6.5727E+01	  2.3136E+02	  3.3628E+02	  9.4919E+01	  7.7423E+01	  3.1083E+01	  8.9777E+00	  2.6500E+01	  7.0629E+00	  1.9657E+01	  1.6931E+00	  3.2633E+01	  1.3765E+01	  2.4319E+01	  1.3252E+00	  1.8947E+01	  2.2781E+00	  4.9059E+00	  2.3544E+00	  1.7699E-02	  8.5469E-01	  1.0462E-01	  5.3617E+01	  4.4157E+01	  6.2398E+01	  5.4263E+01	  5.2125E+01	  6.0011E+01	  2.1198E+01	  3.6869E+01	  3.7689E+01	  4.4998E+01	  4.7275E+01	  3.9368E+01	  1.8756E+01	  5.0000E+01	C00100100000000100001
