   0.63028E+02    0.54125E+02    0.24785E+02    0.62080E+02
   0.62572E+02    0.54274E+02    0.24578E+02    0.62615E+02
   0.63119E+02    0.54222E+02    0.24565E+02    0.63136E+02
   0.62767E+02    0.54164E+02    0.24538E+02    0.61695E+02
   0.62545E+02    0.53927E+02    0.23334E+02    0.59559E+02
   0.62838E+02    0.53873E+02    0.46613E+02    0.61412E+02
   0.62754E+02    0.53727E+02    0.53040E+02    0.61952E+02
   0.63531E+02    0.54419E+02    0.52937E+02    0.61715E+02
   0.62463E+02    0.53203E+02    0.53821E+02    0.60684E+02
   0.63179E+02    0.53796E+02    0.53823E+02    0.59306E+02
   0.62595E+02    0.54204E+02    0.51911E+02    0.64459E+02
   0.62398E+02    0.54263E+02    0.52125E+02    0.60011E+02
   0.61872E+02    0.52863E+02    0.72106E+02    0.62610E+02
   0.61979E+02    0.52322E+02    0.72232E+02    0.61383E+02
   0.62205E+02    0.53795E+02    0.64854E+02    0.61740E+02
   0.62576E+02    0.53316E+02    0.64881E+02    0.61115E+02
   0.62006E+02    0.54075E+02    0.69892E+02    0.63539E+02
   0.61616E+02    0.53808E+02    0.69662E+02    0.63401E+02
   0.62479E+02    0.53589E+02    0.67835E+02    0.61943E+02
   0.62280E+02    0.53529E+02    0.67876E+02    0.61769E+02
   0.63151E+02    0.53610E+02    0.79177E+02    0.63013E+02
   0.63134E+02    0.52995E+02    0.79157E+02    0.63146E+02
   0.62658E+02    0.53056E+02    0.90275E+02    0.62127E+02
   0.63181E+02    0.53034E+02    0.90385E+02    0.62606E+02
   0.62856E+02    0.53790E+02    0.96702E+02    0.64922E+02
   0.62655E+02    0.53242E+02    0.96484E+02    0.63108E+02
   0.63323E+02    0.53061E+02    0.92270E+02    0.64971E+02
   0.63244E+02    0.52870E+02    0.92464E+02    0.62273E+02
   0.62765E+02    0.53764E+02    0.99865E+02    0.62419E+02
   0.62017E+02    0.53469E+02    0.99555E+02    0.63432E+02
   0.62011E+02    0.53778E+02    0.99898E+02    0.65249E+02
   0.61990E+02    0.53633E+02    0.99705E+02    0.64723E+02
   0.62162E+02    0.53716E+02    0.99540E+02    0.62988E+02
   0.61878E+02    0.53043E+02    0.99518E+02    0.66017E+02
   0.61998E+02    0.53552E+02    0.99825E+02    0.62110E+02
   0.61917E+02    0.53285E+02    0.99913E+02    0.66149E+02
   0.63001E+02    0.53505E+02    0.99647E+02    0.65610E+02
