   0.18579E+02    0.22633E+01    0.48436E+01    0.22986E+01
   0.18579E+02    0.22633E+01    0.48436E+01    0.22986E+01
   0.18557E+02    0.22998E+01    0.48977E+01    0.23891E+01
   0.18557E+02    0.22998E+01    0.48977E+01    0.23891E+01
   0.18528E+02    0.22926E+01    0.47626E+01    0.23333E+01
   0.18528E+02    0.22926E+01    0.47626E+01    0.23333E+01
   0.18503E+02    0.22751E+01    0.49793E+01    0.22460E+01
   0.18503E+02    0.22751E+01    0.49793E+01    0.22460E+01
   0.18630E+02    0.22844E+01    0.47414E+01    0.22729E+01
   0.18630E+02    0.22844E+01    0.47414E+01    0.22729E+01
   0.18947E+02    0.22781E+01    0.49059E+01    0.23544E+01
   0.18947E+02    0.22781E+01    0.49059E+01    0.23544E+01
   0.19136E+02    0.23168E+01    0.49092E+01    0.23688E+01
   0.19136E+02    0.23168E+01    0.49092E+01    0.23688E+01
   0.18597E+02    0.23206E+01    0.48880E+01    0.24278E+01
   0.18597E+02    0.23206E+01    0.48880E+01    0.24278E+01
   0.18858E+02    0.23121E+01    0.49205E+01    0.23460E+01
   0.18858E+02    0.23121E+01    0.49205E+01    0.23460E+01
   0.19147E+02    0.22721E+01    0.49647E+01    0.23340E+01
   0.19147E+02    0.22721E+01    0.49647E+01    0.23340E+01
   0.19383E+02    0.22427E+01    0.49254E+01    0.23535E+01
   0.19383E+02    0.22427E+01    0.49254E+01    0.23535E+01
   0.18777E+02    0.22786E+01    0.49057E+01    0.23499E+01
   0.18777E+02    0.22786E+01    0.49057E+01    0.23499E+01
   0.19281E+02    0.22297E+01    0.48979E+01    0.23784E+01
   0.19281E+02    0.22297E+01    0.48979E+01    0.23784E+01
   0.19071E+02    0.23003E+01    0.48353E+01    0.22785E+01
   0.19071E+02    0.23003E+01    0.48353E+01    0.22785E+01
   0.19157E+02    0.22360E+01    0.48856E+01    0.22702E+01
   0.19157E+02    0.22360E+01    0.48856E+01    0.22702E+01
   0.19222E+02    0.22650E+01    0.46564E+01    0.21936E+01
   0.19222E+02    0.22650E+01    0.46564E+01    0.21936E+01
   0.19101E+02    0.22323E+01    0.47056E+01    0.22554E+01
   0.19101E+02    0.22323E+01    0.47056E+01    0.22554E+01
   0.19112E+02    0.22043E+01    0.46493E+01    0.22689E+01
   0.19112E+02    0.22043E+01    0.46493E+01    0.22689E+01
   0.19239E+02    0.22152E+01    0.46589E+01    0.23419E+01
   0.19239E+02    0.22152E+01    0.46589E+01    0.23419E+01
   0.18567E+02    0.21720E+01    0.46370E+01    0.20593E+01
   0.18567E+02    0.21720E+01    0.46370E+01    0.20593E+01
   0.18760E+02    0.21810E+01    0.45949E+01    0.22534E+01
   0.18760E+02    0.21810E+01    0.45949E+01    0.22534E+01
   0.18454E+02    0.21376E+01    0.44647E+01    0.21799E+01
   0.18454E+02    0.21376E+01    0.44647E+01    0.21799E+01
   0.18983E+02    0.21828E+01    0.45102E+01    0.21310E+01
   0.18983E+02    0.21828E+01    0.45102E+01    0.21310E+01
   0.18111E+02    0.21732E+01    0.44856E+01    0.20756E+01
   0.18111E+02    0.21732E+01    0.44856E+01    0.20756E+01
   0.18491E+02    0.21727E+01    0.43882E+01    0.20509E+01
   0.18491E+02    0.21727E+01    0.43882E+01    0.20509E+01
   0.18350E+02    0.21652E+01    0.44084E+01    0.20579E+01
   0.18350E+02    0.21652E+01    0.44084E+01    0.20579E+01
   0.18435E+02    0.21013E+01    0.43144E+01    0.20239E+01
   0.18435E+02    0.21013E+01    0.43144E+01    0.20239E+01
   0.18811E+02    0.21304E+01    0.43314E+01    0.19107E+01
   0.18811E+02    0.21304E+01    0.43314E+01    0.19107E+01
   0.18543E+02    0.21333E+01    0.44032E+01    0.19400E+01
   0.18543E+02    0.21333E+01    0.44032E+01    0.19400E+01
   0.18249E+02    0.21202E+01    0.44018E+01    0.20416E+01
   0.18249E+02    0.21202E+01    0.44018E+01    0.20416E+01
   0.18237E+02    0.21564E+01    0.41438E+01    0.19349E+01
   0.18237E+02    0.21564E+01    0.41438E+01    0.19349E+01
   0.18289E+02    0.21337E+01    0.42612E+01    0.19552E+01
   0.18289E+02    0.21337E+01    0.42612E+01    0.19552E+01
   0.18602E+02    0.20801E+01    0.43534E+01    0.18965E+01
   0.18602E+02    0.20801E+01    0.43534E+01    0.18965E+01
   0.18207E+02    0.20498E+01    0.42141E+01    0.18980E+01
   0.18207E+02    0.20498E+01    0.42141E+01    0.18980E+01
   0.18753E+02    0.20650E+01    0.42238E+01    0.20271E+01
   0.18753E+02    0.20650E+01    0.42238E+01    0.20271E+01
   0.18170E+02    0.21150E+01    0.41669E+01    0.19652E+01
   0.18170E+02    0.21150E+01    0.41669E+01    0.19652E+01
   0.18722E+02    0.20799E+01    0.41739E+01    0.19529E+01
   0.18722E+02    0.20799E+01    0.41739E+01    0.19529E+01
   0.18596E+02    0.21097E+01    0.41329E+01    0.18706E+01
   0.18596E+02    0.21097E+01    0.41329E+01    0.18706E+01
   0.19255E+02    0.20486E+01    0.41981E+01    0.18887E+01
   0.19255E+02    0.20486E+01    0.41981E+01    0.18887E+01
   0.18995E+02    0.21216E+01    0.40808E+01    0.18945E+01
   0.18995E+02    0.21216E+01    0.40808E+01    0.18945E+01
   0.18965E+02    0.21036E+01    0.41227E+01    0.19317E+01
   0.18965E+02    0.21036E+01    0.41227E+01    0.19317E+01
   0.19493E+02    0.20621E+01    0.41449E+01    0.18934E+01
   0.19493E+02    0.20621E+01    0.41449E+01    0.18934E+01
   0.19308E+02    0.20349E+01    0.41065E+01    0.18957E+01
   0.19308E+02    0.20349E+01    0.41065E+01    0.18957E+01
   0.19660E+02    0.20841E+01    0.41796E+01    0.18807E+01
