   0.22658E+02    0.65747E+02    0.22987E+03    0.34155E+03
   0.22858E+02    0.65729E+02    0.23098E+03    0.34132E+03
   0.22473E+02    0.65754E+02    0.23041E+03    0.34103E+03
   0.22500E+02    0.65793E+02    0.23014E+03    0.34149E+03
   0.22769E+02    0.65794E+02    0.23032E+03    0.34157E+03
   0.23354E+02    0.65739E+02    0.23104E+03    0.34188E+03
   0.24378E+02    0.65715E+02    0.23185E+03    0.34102E+03
   0.22717E+02    0.65736E+02    0.23088E+03    0.33990E+03
   0.23073E+02    0.65769E+02    0.23020E+03    0.33861E+03
   0.24251E+02    0.65731E+02    0.23048E+03    0.33783E+03
   0.24332E+02    0.65681E+02    0.23205E+03    0.33661E+03
   0.22684E+02    0.65727E+02    0.23136E+03    0.33628E+03
   0.22070E+02    0.65780E+02    0.22997E+03    0.33485E+03
   0.22989E+02    0.65775E+02    0.22889E+03    0.33363E+03
   0.22046E+02    0.65751E+02    0.22923E+03    0.33329E+03
   0.22628E+02    0.65764E+02    0.23023E+03    0.33207E+03
   0.22989E+02    0.65805E+02    0.23216E+03    0.33094E+03
   0.23273E+02    0.65799E+02    0.23272E+03    0.33114E+03
   0.22559E+02    0.65814E+02    0.23647E+03    0.33059E+03
   0.22772E+02    0.65827E+02    0.23404E+03    0.33021E+03
   0.21831E+02    0.65804E+02    0.23449E+03    0.32951E+03
   0.23313E+02    0.65707E+02    0.23466E+03    0.32893E+03
   0.22102E+02    0.65686E+02    0.23290E+03    0.32915E+03
   0.22406E+02    0.65623E+02    0.23265E+03    0.32852E+03
   0.24359E+02    0.65547E+02    0.23196E+03    0.32770E+03
   0.22170E+02    0.65519E+02    0.23494E+03    0.32798E+03
   0.23168E+02    0.65481E+02    0.23663E+03    0.32715E+03
   0.21833E+02    0.65476E+02    0.23567E+03    0.32769E+03
   0.23528E+02    0.65419E+02    0.23624E+03    0.32691E+03
   0.22806E+02    0.65398E+02    0.23775E+03    0.32677E+03
   0.22518E+02    0.65332E+02    0.23698E+03    0.32639E+03
   0.23793E+02    0.65250E+02    0.23779E+03    0.32713E+03
   0.22012E+02    0.65190E+02    0.23924E+03    0.32754E+03
