   0.22152E+02    0.40458E+02    0.39034E+02    0.43373E+02
   0.21773E+02    0.40363E+02    0.31770E+02    0.46084E+02
   0.22134E+02    0.40287E+02    0.35188E+02    0.50511E+02
   0.22656E+02    0.39979E+02    0.37343E+02    0.47548E+02
   0.22340E+02    0.40944E+02    0.39885E+02    0.45403E+02
   0.22464E+02    0.40982E+02    0.40963E+02    0.45286E+02
   0.22215E+02    0.38893E+02    0.39030E+02    0.48431E+02
   0.21712E+02    0.39081E+02    0.36096E+02    0.46795E+02
   0.21684E+02    0.41743E+02    0.39116E+02    0.45296E+02
   0.21072E+02    0.41899E+02    0.35572E+02    0.43228E+02
   0.20999E+02    0.37033E+02    0.39651E+02    0.49835E+02
   0.21198E+02    0.36869E+02    0.37689E+02    0.44998E+02
   0.20917E+02    0.39097E+02    0.32669E+02    0.43701E+02
   0.20361E+02    0.39546E+02    0.38720E+02    0.47254E+02
   0.20135E+02    0.40723E+02    0.34347E+02    0.46548E+02
   0.20270E+02    0.40834E+02    0.35717E+02    0.45555E+02
   0.19502E+02    0.40796E+02    0.35117E+02    0.47463E+02
   0.19963E+02    0.40832E+02    0.39830E+02    0.43473E+02
   0.19856E+02    0.38423E+02    0.37172E+02    0.48264E+02
   0.19800E+02    0.38839E+02    0.36397E+02    0.42050E+02
   0.19349E+02    0.40414E+02    0.39550E+02    0.46702E+02
   0.19646E+02    0.40206E+02    0.33948E+02    0.50565E+02
   0.19390E+02    0.38372E+02    0.42085E+02    0.48370E+02
   0.19069E+02    0.39369E+02    0.41328E+02    0.43529E+02
   0.19508E+02    0.40259E+02    0.37442E+02    0.45810E+02
   0.19220E+02    0.40113E+02    0.42787E+02    0.44957E+02
   0.19082E+02    0.38733E+02    0.38892E+02    0.48740E+02
   0.19126E+02    0.39003E+02    0.38972E+02    0.47564E+02
   0.18873E+02    0.40199E+02    0.35907E+02    0.45965E+02
   0.18636E+02    0.40504E+02    0.35422E+02    0.49498E+02
   0.18954E+02    0.40788E+02    0.39044E+02    0.42973E+02
   0.19202E+02    0.40897E+02    0.43421E+02    0.52061E+02
   0.19608E+02    0.39179E+02    0.43792E+02    0.46465E+02
   0.19620E+02    0.39587E+02    0.31491E+02    0.43292E+02
   0.19759E+02    0.39541E+02    0.39522E+02    0.50113E+02
   0.19597E+02    0.39108E+02    0.41182E+02    0.49114E+02
   0.19585E+02    0.38788E+02    0.37404E+02    0.45571E+02
   0.19532E+02    0.39307E+02    0.39371E+02    0.47720E+02
   0.19515E+02    0.36671E+02    0.37744E+02    0.43646E+02
   0.19466E+02    0.36699E+02    0.38693E+02    0.47164E+02
   0.19458E+02    0.34216E+02    0.40032E+02    0.50352E+02
   0.19920E+02    0.34539E+02    0.34408E+02    0.48572E+02
   0.19663E+02    0.37169E+02    0.35593E+02    0.46461E+02
   0.20143E+02    0.37205E+02    0.33354E+02    0.51423E+02
   0.20579E+02    0.35223E+02    0.40001E+02    0.46631E+02
   0.20578E+02    0.35173E+02    0.35181E+02    0.47741E+02
   0.20468E+02    0.31443E+02    0.34606E+02    0.43082E+02
   0.20489E+02    0.31396E+02    0.42254E+02    0.43025E+02
   0.20574E+02    0.34068E+02    0.37358E+02    0.48033E+02
   0.20501E+02    0.34758E+02    0.38345E+02    0.47666E+02
   0.20632E+02    0.33240E+02    0.39038E+02    0.44815E+02
   0.20667E+02    0.33122E+02    0.38424E+02    0.45192E+02
   0.20459E+02    0.34317E+02    0.35003E+02    0.45042E+02
   0.20632E+02    0.34367E+02    0.39059E+02    0.47445E+02
   0.20483E+02    0.33564E+02    0.39949E+02    0.45360E+02
   0.20612E+02    0.33320E+02    0.34375E+02    0.44584E+02
   0.20704E+02    0.34678E+02    0.41046E+02    0.46589E+02
